Nama, NJOTKP-MAX, NJOTKP-MIN, NJOP-MIN, NJOP-MAX
Tangerang
Tangerang Selatan
Bekasi
Bogor
Bekasi
Bogor
Depok
Jakarta Barat
Jakarta Pusat
Jakarta Selatan
Jakarta Timur
Jakarta Utara
Kepulauan Seribu
